Vendor Name	EHR Product Name	EHR Product Version	Product Classification	Product Setting	Attestation Month	Business State/Territory	Provider Type	Specialty	Program Year	Payment Year	Program Type	ID
Practice Fusion	Practice Fusion	2.0	Complete EHR	Ambulatory	6	Maryland	EP	INTERNAL MEDICINE	2011	1	Medicare	1692
Practice Fusion	Practice Fusion	2.0	Complete EHR	Ambulatory	6	Texas	EP	NEUROLOGY	2011	1	Medicare	1693
Compulink	Advantage/EHR	10	Complete EHR	Ambulatory	6	South Carolina	EP	OPTOMETRY	2011	1	Medicare	1694
Compulink	Advantage/EHR	10	Complete EHR	Ambulatory	6	Maine	EP	OPTOMETRY	2011	1	Medicare	1695
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Texas	EP	FAMILY PRACTICE	2011	1	Medicare	1696
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Texas	EP	FAMILY PRACTICE	2011	1	Medicare	1697
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Rhode Island	EP	INTERNAL MEDICINE	2011	1	Medicare	1698
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Rhode Island	EP	INTERNAL MEDICINE	2011	1	Medicare	1699
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Illinois	EP	FAMILY PRACTICE	2011	1	Medicare	1700
eClinicalWorks LLC	eClinicalWorks	8.0.48	Complete EHR	Ambulatory	6	Florida	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	1701
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1702
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1703
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1704
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1705
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1706
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1707
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1708
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1709
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1710
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1711
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	6	North Carolina	EP	INTERNAL MEDICINE	2011	1	Medicare	1712
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Pennsylvania	EP	FAMILY PRACTICE	2011	1	Medicare	1713
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Ohio	EP	CARDIAC SURGERY	2011	1	Medicare	1714
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	New York	EP	FAMILY PRACTICE	2011	1	Medicare	1715
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Ohio	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	1716
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Ohio	EP	INTERNAL MEDICINE	2011	1	Medicare	1717
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	New York	EP	NEUROLOGY	2011	1	Medicare	1718
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Ohio	EP	INTERNAL MEDICINE	2011	1	Medicare	1719
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	6	Kentucky	EP	PODIATRY	2011	1	Medicare	1720
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	6	Georgia	EP	PODIATRY	2011	1	Medicare	1721
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	6	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	1722
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	6	Florida	EP	RHEUMATOLOGY	2011	1	Medicare	1723
ManagementPlus	ManagementPlus	5	Complete EHR	Ambulatory	6	Oklahoma	EP	OPHTHALMOLOGY	2011	1	Medicare	1724
NexTech Systems Inc.	NexTech Practice 2011	9.7	Complete EHR	Ambulatory	6	California	EP	DERMATOLOGY	2011	1	Medicare	1725
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	California	EP	FAMILY PRACTICE	2011	1	Medicare	1726
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	INTERNAL MEDICINE	2011	1	Medicare	1727
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	INTERNAL MEDICINE	2011	1	Medicare	1728
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	1729
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	INTERNAL MEDICINE	2011	1	Medicare	1730
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1731
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	DERMATOLOGY	2011	1	Medicare	1732
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	1733
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	ENDOCRINOLOGY	2011	1	Medicare	1734
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	1735
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	PREVENTATIVE MEDICINE	2011	1	Medicare	1736
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	1737
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	DERMATOLOGY	2011	1	Medicare	1738
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1739
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1740
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1741
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	DERMATOLOGY	2011	1	Medicare	1742
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1743
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	DERMATOLOGY	2011	1	Medicare	1744
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	DERMATOLOGY	2011	1	Medicare	1745
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	DERMATOLOGY	2011	1	Medicare	1746
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	California	EP	FAMILY PRACTICE	2011	1	Medicare	1747
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	1748
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1749
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	1750
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	1751
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	PLASTIC AND RECONSTRUCTIVE SURGERY	2011	1	Medicare	1752
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1753
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	1754
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	DERMATOLOGY	2011	1	Medicare	1755
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	1756
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1757
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1758
AmazingCharts.com, Inc.	Amazing Charts	Version 6	Complete EHR	Ambulatory	6	Nebraska	EP	FAMILY PRACTICE	2011	1	Medicare	1759
Ingenix	Ingenix CareTracker	7	Complete EHR	Ambulatory	6	California	EP	INTERNAL MEDICINE	2011	1	Medicare	1760
Siemens Medical Solutions USA Inc	Soarian EHR B3	2010	Modular EHR	Inpatient	6	Georgia	Hospital	SWING-BED APPROVED	2011	1	Medicare/Medicaid	1761
Siemens Medical Solutions USA Inc	Soarian EHR B2	2010	Modular EHR	Inpatient	6	Georgia	Hospital	SWING-BED APPROVED	2011	1	Medicare/Medicaid	1761
Siemens Medical Solutions USA Inc	Soarian EHR	2010	Complete EHR	Inpatient	6	Georgia	Hospital	SWING-BED APPROVED	2011	1	Medicare/Medicaid	1761
Siemens Medical Solutions USA Inc	Soarian EHR B2	2010	Modular EHR	Inpatient	6	Georgia	Hospital	CRITICAL ACCESS HOSPITAL	2011	1	Medicare/Medicaid	1762
Siemens Medical Solutions USA Inc	Soarian EHR	2010	Complete EHR	Inpatient	6	Georgia	Hospital	CRITICAL ACCESS HOSPITAL	2011	1	Medicare/Medicaid	1762
Siemens Medical Solutions USA Inc	Soarian EHR B3	2010	Modular EHR	Inpatient	6	Georgia	Hospital	CRITICAL ACCESS HOSPITAL	2011	1	Medicare/Medicaid	1762
Prime Clinical Systems, Inc.	Patient Chart Manager	5.5	Complete EHR	Ambulatory	6	Florida	EP	FAMILY PRACTICE	2011	1	Medicare	1763
MacPractice, Inc.	MacPractice MD	4.1	Complete EHR	Ambulatory	6	Connecticut	EP	INTERNAL MEDICINE	2011	1	Medicare	1764
QRS Inc.	PARADIGM	8.3	Complete EHR	Ambulatory	6	Kentucky	EP	INTERNAL MEDICINE	2011	1	Medicare	1765
iSALUS Healthcare	OfficeEMR	2011	Complete EHR	Ambulatory	6	New York	EP	FAMILY PRACTICE	2011	1	Medicare	1766
Sevocity a division of Conceptual MindWorks, Inc	Sevocity	11.1	Complete EHR	Ambulatory	6	Texas	EP	NEUROLOGY	2011	1	Medicare	1767
M3 Healthcare Solutions	enCompass EHR	2.0	Complete EHR	Ambulatory	6	Delaware	EP	INTERNAL MEDICINE	2011	1	Medicare	1768
athenahealth, Inc	athenaClinicals	11.6	Complete EHR	Ambulatory	6	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	1769
Practice Fusion	Practice Fusion	2.0	Complete EHR	Ambulatory	6	California	EP	FAMILY PRACTICE	2011	1	Medicare	1770
Practice Fusion	Practice Fusion	2.0	Complete EHR	Ambulatory	6	Texas	EP	GENERAL SURGERY	2011	1	Medicare	1771
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Illinois	EP	FAMILY PRACTICE	2011	1	Medicare	1772
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Minnesota	EP	DERMATOLOGY	2011	1	Medicare	1773
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Delaware	EP	FAMILY PRACTICE	2011	1	Medicare	1774
eClinicalWorks LLC	eClinicalWorks	8.0.48	Complete EHR	Ambulatory	6	Florida	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	1775
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	2010	Complete EHR	Ambulatory	6	Ohio	EP	PSYCHIATRY	2011	1	Medicare	1776
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Pennsylvania	EP	UROLOGY	2011	1	Medicare	1777
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Pennsylvania	EP	UROLOGY	2011	1	Medicare	1778
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Vermont	EP	FAMILY PRACTICE	2011	1	Medicare	1779
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	New York	EP	ALLERGY/IMMUNOLOGY	2011	1	Medicare	1780
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Pennsylvania	EP	UROLOGY	2011	1	Medicare	1781
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Vermont	EP	FAMILY PRACTICE	2011	1	Medicare	1782
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	New York	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	1783
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	New York	EP	ALLERGY/IMMUNOLOGY	2011	1	Medicare	1784
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	6	Indiana	EP	OTOLARYNGOLOGY	2011	1	Medicare	1785
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	6	Nevada	EP	FAMILY PRACTICE	2011	1	Medicare	1786
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	6	Nevada	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	1787
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	6	Nevada	EP	FAMILY PRACTICE	2011	1	Medicare	1788
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1789
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1790
CPSI (Computer Programs and Systems), Inc.	CPSI System	17	Complete EHR	Inpatient	6	Georgia	Hospital	SWING-BED APPROVED	2011	1	Medicare/Medicaid	1791
CPSI (Computer Programs and Systems), Inc.	CPSI System	17	Complete EHR	Inpatient	6	Georgia	Hospital	SWING-BED APPROVED	2011	1	Medicare/Medicaid	1792
Cerner Corporation	Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health	2010.01.07 and P2 Sentinel v4.2.1	Complete EHR	Ambulatory	6	Wisconsin	EP	FAMILY PRACTICE	2011	1	Medicare	1793
Cerner Corporation	Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health	2010.01.07 and P2 Sentinel v4.2.1	Complete EHR	Ambulatory	6	Wisconsin	EP	FAMILY PRACTICE	2011	1	Medicare	1794
Cerner Corporation	Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health	2010.01.07 and P2 Sentinel v4.2.1	Complete EHR	Ambulatory	6	Wisconsin	EP	FAMILY PRACTICE	2011	1	Medicare	1795
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	6	Ohio	EP	FAMILY PRACTICE	2011	1	Medicare	1796
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	1797
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	1798
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1799
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1800
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1801
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	PODIATRY	2011	1	Medicare	1802
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1803
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	1804
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	1805
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1806
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	PSYCHIATRY	2011	1	Medicare	1807
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1808
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	1809
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	1810
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1811
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	FAMILY PRACTICE	2011	1	Medicare	1812
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1813
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1814
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1815
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	HEMATOLOGY	2011	1	Medicare	1816
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1817
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1818
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	OTOLARYNGOLOGY	2011	1	Medicare	1819
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	FAMILY PRACTICE	2011	1	Medicare	1820
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1821
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	INTERNAL MEDICINE	2011	1	Medicare	1822
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	COLORECTAL SURGERY	2011	1	Medicare	1823
Epic Systems Corporation	EpicCare Inpatient - Core EMR	Summer 2009	Complete EHR	Inpatient	6	Illinois	Hospital	ACUTE CARE	2011	1	Medicare/Medicaid	1824
AmazingCharts.com, Inc.	Amazing Charts	Version 6	Complete EHR	Ambulatory	6	Florida	EP	FAMILY PRACTICE	2011	1	Medicare	1825
Meditab Software, Inc.	IMS	v. 14.0	Complete EHR	Ambulatory	6	California	EP	INTERNAL MEDICINE	2011	1	Medicare	1826
Digital Medical Solutions Inc.	Office Medicine	12	Complete EHR	Ambulatory	6	Michigan	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	1827
Encite, Inc.	Encite EHR	4.35	Complete EHR	Ambulatory	6	New York	EP	DERMATOLOGY	2011	1	Medicare	1828
Encite, Inc.	Encite EHR	4.35	Complete EHR	Ambulatory	6	Texas	EP	DERMATOLOGY	2011	1	Medicare	1829
QRS Inc.	PARADIGM	8.3	Complete EHR	Ambulatory	6	Kentucky	EP	INTERNAL MEDICINE	2011	1	Medicare	1830
QRS Inc.	PARADIGM	8.3	Complete EHR	Ambulatory	6	Kentucky	EP	INTERNAL MEDICINE	2011	1	Medicare	1831
QRS Inc.	PARADIGM	8.3	Complete EHR	Ambulatory	6	Kentucky	EP	INTERNAL MEDICINE	2011	1	Medicare	1832
MedPlus, A Quest Diagnostics Company	Care360 EHR	2011.2	Complete EHR	Ambulatory	6	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	1833
MedPlus, A Quest Diagnostics Company	Care360 EHR	2011.2	Complete EHR	Ambulatory	6	Massachusetts	EP	NEUROLOGY	2011	1	Medicare	1834
ABEL Medical Software Inc.	ABELMed EHR - EMR / PM	11	Complete EHR	Ambulatory	6	California	EP	GASTROENTEROLOGY	2011	1	Medicare	1835
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Delaware	EP	INTERNAL MEDICINE	2011	1	Medicare	1836
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	Texas	EP	INTERNAL MEDICINE	2011	1	Medicare	1837
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	6	New York	EP	INTERNAL MEDICINE	2011	1	Medicare	1838
eClinicalWorks LLC	eClinicalWorks	8.0.48	Complete EHR	Ambulatory	6	Florida	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	1839
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	6	Colorado	EP	FAMILY PRACTICE	2011	1	Medicare	1840
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	6	California	EP	FAMILY PRACTICE	2011	1	Medicare	1841
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	New York	EP	INTERNAL MEDICINE	2011	1	Medicare	1842
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	6	Ohio	EP	INTERNAL MEDICINE	2011	1	Medicare	1843
meridianEMR, Inc.	meridianEMR	v5.0	Complete EHR	Ambulatory	6	California	EP	UROLOGY	2011	1	Medicare	1844
MedPlus, A Quest Diagnostics Company	Care360 EHR	2010.2	Complete EHR	Ambulatory	6	Florida	EP	INTERNAL MEDICINE	2011	1	Medicare	1845
MicroFour, Inc.	PracticeStudio	X11	Complete EHR	Ambulatory	6	Washington	EP	DERMATOLOGY	2011	1	Medicare	1846
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	RHEUMATOLOGY	2011	1	Medicare	1847
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	PULMONARY DISEASE	2011	1	Medicare	1848
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	PULMONARY DISEASE	2011	1	Medicare	1849
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	RHEUMATOLOGY	2011	1	Medicare	1850
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	RHEUMATOLOGY	2011	1	Medicare	1851
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	RHEUMATOLOGY	2011	1	Medicare	1852
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	OTOLARYNGOLOGY	2011	1	Medicare	1853
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	NEUROLOGY	2011	1	Medicare	1854
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	1855
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	1856
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Washington	EP	UROLOGY	2011	1	Medicare	1857
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	1858
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	6	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	1859
